38526000,0.0107,0,2023-05-06 23:15:00
38522000,1.3227,0,2023-05-06 23:15:00
38521000,0.005,0,2023-05-06 23:15:00
38518000,0.0691,0,2023-05-06 23:15:00
38512000,0.0407,0,2023-05-06 23:15:00
38535000,0.0885,1,2023-05-06 23:15:00
38537000,0.1024,1,2023-05-06 23:15:00
38538000,0.0838,1,2023-05-06 23:15:00
38539000,0.0879,1,2023-05-06 23:15:00
38540000,0.0661,1,2023-05-06 23:15:00
38518000,0.0691,0,2023-05-06 23:15:01
38514000,0.0641,0,2023-05-06 23:15:01
38512000,1.253,0,2023-05-06 23:15:01
38510000,0.0026,0,2023-05-06 23:15:01
38509000,0.0051,0,2023-05-06 23:15:01
38522000,0.1,1,2023-05-06 23:15:01
38524000,0.0895,1,2023-05-06 23:15:01
38526000,0.0105,1,2023-05-06 23:15:01
38528000,0.0397,1,2023-05-06 23:15:01
38530000,0.064,1,2023-05-06 23:15:01
38518000,0.0691,0,2023-05-06 23:15:02
38512000,1.253,0,2023-05-06 23:15:02
38511000,0.0629,0,2023-05-06 23:15:02
38510000,0.0026,0,2023-05-06 23:15:02
38509000,0.0051,0,2023-05-06 23:15:02
38524000,0.0895,1,2023-05-06 23:15:02
38526000,0.0105,1,2023-05-06 23:15:02
38527000,0.0614,1,2023-05-06 23:15:02
38528000,0.0397,1,2023-05-06 23:15:02
38531000,0.0486,1,2023-05-06 23:15:02
38518000,0.066,0,2023-05-06 23:15:04
38512000,0.0646,0,2023-05-06 23:15:04
38510000,0.0026,0,2023-05-06 23:15:04
38509000,0.0051,0,2023-05-06 23:15:04
38503000,1.2615,0,2023-05-06 23:15:04
38525000,0.0251,1,2023-05-06 23:15:04
38526000,0.0636,1,2023-05-06 23:15:04
38528000,0.0969,1,2023-05-06 23:15:04
38529000,0.0397,1,2023-05-06 23:15:04
38531000,0.0486,1,2023-05-06 23:15:04
38518000,0.0497,0,2023-05-06 23:15:05
38510000,0.0026,0,2023-05-06 23:15:05
38509000,0.0051,0,2023-05-06 23:15:05
38503000,1.2615,0,2023-05-06 23:15:05
38500000,0.121,0,2023-05-06 23:15:05
38524000,0.0359,1,2023-05-06 23:15:05
38525000,0.0134,1,2023-05-06 23:15:05
38526000,0.0636,1,2023-05-06 23:15:05
38528000,0.0969,1,2023-05-06 23:15:05
38529000,0.0397,1,2023-05-06 23:15:05
38518000,0.0033,0,2023-05-06 23:15:07
38510000,0.0026,0,2023-05-06 23:15:07
38500000,0.0824,0,2023-05-06 23:15:07
38499000,0.0004,0,2023-05-06 23:15:07
38497000,0.0002,0,2023-05-06 23:15:07
38519000,0.2191,1,2023-05-06 23:15:07
38520000,0.1459,1,2023-05-06 23:15:07
38522000,0.0609,1,2023-05-06 23:15:07
38523000,0.0851,1,2023-05-06 23:15:07
38524000,0.0893,1,2023-05-06 23:15:07
38518000,0.0156,0,2023-05-06 23:15:08
38510000,0.0026,0,2023-05-06 23:15:08
38500000,0.1472,0,2023-05-06 23:15:08
38499000,0.0004,0,2023-05-06 23:15:08
38497000,0.008,0,2023-05-06 23:15:08
38519000,0.245,1,2023-05-06 23:15:08
38520000,0.1459,1,2023-05-06 23:15:08
38522000,0.0609,1,2023-05-06 23:15:08
38523000,0.0851,1,2023-05-06 23:15:08
38524000,0.0893,1,2023-05-06 23:15:08
38518000,0.0018,0,2023-05-06 23:15:10
38510000,0.0026,0,2023-05-06 23:15:10
38500000,0.0824,0,2023-05-06 23:15:10
38499000,0.0004,0,2023-05-06 23:15:10
38497000,0.0002,0,2023-05-06 23:15:10
38520000,0.2051,1,2023-05-06 23:15:10
38522000,0.0552,1,2023-05-06 23:15:10
38523000,0.027,1,2023-05-06 23:15:10
38524000,0.0893,1,2023-05-06 23:15:10
38525000,0.0753,1,2023-05-06 23:15:10
38518000,0.0018,0,2023-05-06 23:15:11
38510000,0.0026,0,2023-05-06 23:15:11
38508000,0.0057,0,2023-05-06 23:15:11
38506000,0.0088,0,2023-05-06 23:15:11
38500000,0.0824,0,2023-05-06 23:15:11
38519000,0.0242,1,2023-05-06 23:15:11
38520000,0.0935,1,2023-05-06 23:15:11
38522000,0.0552,1,2023-05-06 23:15:11
38523000,0.027,1,2023-05-06 23:15:11
38524000,0.0893,1,2023-05-06 23:15:11
38518000,0.0018,0,2023-05-06 23:15:13
38510000,0.0026,0,2023-05-06 23:15:13
38506000,0.0762,0,2023-05-06 23:15:13
38505000,0.0893,0,2023-05-06 23:15:13
38502000,0.0632,0,2023-05-06 23:15:13
38522000,0.0552,1,2023-05-06 23:15:13
38523000,0.027,1,2023-05-06 23:15:13
38524000,0.1274,1,2023-05-06 23:15:13
38525000,0.0753,1,2023-05-06 23:15:13
38526000,0.0537,1,2023-05-06 23:15:13
38518000,0.0345,0,2023-05-06 23:15:14
38508000,0.0857,0,2023-05-06 23:15:14
38506000,0.0622,0,2023-05-06 23:15:14
38504000,0.0632,0,2023-05-06 23:15:14
38503000,0.0055,0,2023-05-06 23:15:14
38522000,0.0552,1,2023-05-06 23:15:14
38523000,0.027,1,2023-05-06 23:15:14
38525000,0.0619,1,2023-05-06 23:15:14
38526000,0.0537,1,2023-05-06 23:15:14
38527000,0.0094,1,2023-05-06 23:15:14
38518000,0.0345,0,2023-05-06 23:15:15
38516000,0.0052,0,2023-05-06 23:15:15
38514000,0.0001,0,2023-05-06 23:15:15
38509000,0.064,0,2023-05-06 23:15:15
38508000,0.0857,0,2023-05-06 23:15:15
38523000,0.0138,1,2023-05-06 23:15:15
38525000,0.0617,1,2023-05-06 23:15:15
38527000,0.0474,1,2023-05-06 23:15:15
38530000,0.0858,1,2023-05-06 23:15:15
38536000,0.0522,1,2023-05-06 23:15:15
38508000,0.0857,0,2023-05-06 23:15:17
38506000,0.1246,0,2023-05-06 23:15:17
38505000,0.0841,0,2023-05-06 23:15:17
38503000,0.0055,0,2023-05-06 23:15:17
38502000,0.0854,0,2023-05-06 23:15:17
38523000,0.0086,1,2023-05-06 23:15:17
38526000,0.0852,1,2023-05-06 23:15:17
38527000,0.0474,1,2023-05-06 23:15:17
