timestamp,mid_price,indicator_value
2023-05-07 00:00:44,38650000.0,-19966.577488332987
2023-05-07 00:00:46,38650000.0,-19966.577488332987
2023-05-07 00:00:47,38650000.0,-19966.577488332987
2023-05-07 00:00:48,38650000.0,-19966.577488332987
2023-05-07 00:00:49,38650000.0,-19966.577488332987
2023-05-07 00:00:50,38650000.0,-19715.139630153775
2023-05-07 00:00:51,38650000.0,-19715.139630153775
2023-05-07 00:00:52,38650000.0,-19715.139630153775
2023-05-07 00:00:53,38650000.0,-19715.139630153775
2023-05-07 00:00:54,38649500.0,-19183.45552240312
2023-05-07 00:00:55,38649500.0,-19183.45552240312
2023-05-07 00:00:56,38645500.0,-11880.489339232445
2023-05-07 00:00:58,38643500.0,-10149.105252489448
2023-05-07 00:00:59,38643500.0,-11239.753276258707
2023-05-07 00:01:00,38643500.0,-11239.753276258707
2023-05-07 00:01:01,38645500.0,-4104.657687574625
2023-05-07 00:01:02,38645500.0,-3820.0270156413317
2023-05-07 00:01:03,38645500.0,-3820.0270156413317
2023-05-07 00:01:04,38648000.0,-24583.34018097818
2023-05-07 00:01:05,38649000.0,-22850.0975779593
2023-05-07 00:01:06,38649000.0,-22850.0975779593
2023-05-07 00:01:07,38654000.0,-23373.60282303393
2023-05-07 00:01:09,38655500.0,-18005.297202944756
2023-05-07 00:01:10,38655500.0,-18005.297202944756
2023-05-07 00:01:11,38656000.0,-18129.649271428585
2023-05-07 00:01:12,38655000.0,-20842.18536390364
2023-05-07 00:01:13,38662000.0,-33859.55585691333
2023-05-07 00:01:14,38653500.0,-10186.595077291131
2023-05-07 00:01:15,38654500.0,-10089.88243803382
2023-05-07 00:01:16,38654500.0,-10089.88243803382
2023-05-07 00:01:17,38654500.0,-10089.88243803382
2023-05-07 00:01:18,38655000.0,-22391.820020839572
2023-05-07 00:01:19,38655000.0,-22391.820020839572
2023-05-07 00:01:21,38655000.0,-22391.820020839572
2023-05-07 00:01:22,38655000.0,-22391.820020839572
2023-05-07 00:01:23,38655000.0,-22391.820020839572
2023-05-07 00:01:24,38655000.0,-22391.820020839572
2023-05-07 00:01:25,38655000.0,-22391.820020839572
2023-05-07 00:01:26,38655000.0,-22391.820020839572
2023-05-07 00:01:27,38655000.0,-22391.820020839572
2023-05-07 00:01:28,38655000.0,-22391.820020839572
2023-05-07 00:01:29,38655000.0,-22391.820020839572
2023-05-07 00:01:31,38655000.0,-22391.820020839572
2023-05-07 00:01:32,38654500.0,-10025.679306417704
2023-05-07 00:01:33,38654500.0,-10025.679306417704
2023-05-07 00:01:34,38654000.0,-9497.107688292861
2023-05-07 00:01:35,38640000.0,-7358.890934884548
2023-05-07 00:01:36,38640500.0,-10570.734765544534
2023-05-07 00:01:37,38640500.0,-10570.734765544534
2023-05-07 00:01:38,38640500.0,-10570.734765544534
2023-05-07 00:01:39,38643500.0,-22577.486317694187
2023-05-07 00:01:41,38643500.0,-22577.486317694187
2023-05-07 00:01:42,38643500.0,-22656.86766435206
2023-05-07 00:01:43,38643500.0,-22656.86766435206
2023-05-07 00:01:44,38644000.0,-23745.530178412795
2023-05-07 00:01:45,38644000.0,-23745.530178412795
2023-05-07 00:01:46,38644000.0,-23745.530178412795
2023-05-07 00:01:47,38644000.0,-23745.530178412795
2023-05-07 00:01:48,38644000.0,-23745.530178412795
2023-05-07 00:01:49,38644000.0,-23745.530178412795
2023-05-07 00:01:50,38644000.0,-23745.530178412795
2023-05-07 00:01:52,38644000.0,-23745.530178412795
2023-05-07 00:01:53,38644000.0,-23745.530178412795
2023-05-07 00:01:54,38644000.0,-23745.530178412795
2023-05-07 00:01:55,38644000.0,-23745.530178412795
2023-05-07 00:01:56,38644000.0,-23753.05803862214
2023-05-07 00:01:57,38644000.0,-23753.05803862214
2023-05-07 00:01:58,38644000.0,-23753.05803862214
2023-05-07 00:01:59,38644000.0,-23753.05803862214
2023-05-07 00:02:00,38644000.0,-23753.05803862214
2023-05-07 00:02:02,38644000.0,-23753.05803862214
2023-05-07 00:02:03,38645000.0,-22141.175224229693
2023-05-07 00:02:04,38646500.0,-17903.67232787609
2023-05-07 00:02:05,38646500.0,-18013.12340529263
2023-05-07 00:02:06,38646500.0,-18013.12340529263
2023-05-07 00:02:07,38646500.0,-18013.12340529263
2023-05-07 00:02:08,38646500.0,-18013.12340529263
2023-05-07 00:02:09,38646500.0,-18013.12340529263
2023-05-07 00:02:10,38646500.0,-18013.12340529263
2023-05-07 00:02:11,38646500.0,-18013.12340529263
2023-05-07 00:02:12,38646500.0,-18013.12340529263
2023-05-07 00:02:14,38646500.0,-18013.12340529263
2023-05-07 00:02:15,38646500.0,-18013.12340529263
2023-05-07 00:02:16,38646500.0,-18013.12340529263
2023-05-07 00:02:17,38646500.0,-18013.12340529263
2023-05-07 00:02:18,38646500.0,-18013.12340529263
2023-05-07 00:02:19,38646500.0,-18013.12340529263
2023-05-07 00:02:20,38646500.0,-18013.12340529263
2023-05-07 00:02:21,38646500.0,-18013.12340529263
2023-05-07 00:02:22,38646500.0,-18013.12340529263
2023-05-07 00:02:23,38646500.0,-18013.12340529263
2023-05-07 00:02:24,38646500.0,-18013.12340529263
2023-05-07 00:02:26,38646500.0,-18013.12340529263
2023-05-07 00:02:27,38646500.0,-18010.39932540059
2023-05-07 00:02:28,38646500.0,-18010.39932540059
2023-05-07 00:02:29,38646500.0,-18010.39932540059
2023-05-07 00:02:30,38646500.0,-17976.115685418248
2023-05-07 00:02:31,38646500.0,-17976.115685418248
2023-05-07 00:02:32,38646500.0,-18195.1789226681
2023-05-07 00:02:33,38646500.0,-18195.1789226681
2023-05-07 00:02:34,38646500.0,-18195.1789226681
2023-05-07 00:02:35,38646500.0,-18195.1789226681
2023-05-07 00:02:36,38646500.0,-18195.1789226681
2023-05-07 00:02:38,38646500.0,-18195.1789226681
2023-05-07 00:02:39,38646500.0,-18195.1789226681
2023-05-07 00:02:40,38646500.0,-18195.1789226681
2023-05-07 00:02:41,38646500.0,-18195.1789226681
2023-05-07 00:02:42,38646500.0,-18195.1789226681
2023-05-07 00:02:43,38646500.0,-18195.1789226681
2023-05-07 00:02:44,38646500.0,-18195.1789226681
2023-05-07 00:02:45,38646500.0,-18195.1789226681
2023-05-07 00:02:46,38648500.0,1966.9836635291576
2023-05-07 00:02:47,38649500.0,-20558.31987452507
2023-05-07 00:02:49,38649500.0,-20558.31987452507
2023-05-07 00:02:50,38649500.0,-20558.31987452507
2023-05-07 00:02:51,38648000.0,1508.9144658744335
2023-05-07 00:02:52,38648000.0,1508.9144658744335
2023-05-07 00:02:53,38648000.0,1508.9144658744335
2023-05-07 00:02:54,38648000.0,1508.9144658744335
2023-05-07 00:02:55,38648000.0,1534.1224324405193
2023-05-07 00:02:56,38648000.0,1534.1224324405193
2023-05-07 00:02:57,38648000.0,1534.1224324405193
2023-05-07 00:02:58,38648000.0,1534.1224324405193
2023-05-07 00:03:00,38648000.0,2055.965525895357
2023-05-07 00:03:01,38647000.0,1481.9106819480658
2023-05-07 00:03:02,38647000.0,1481.9106819480658
2023-05-07 00:03:03,38647000.0,1091.648449510336
2023-05-07 00:03:04,38647000.0,1083.8773312717676
2023-05-07 00:03:05,38647000.0,-950.9754047393799
2023-05-07 00:03:06,38647000.0,-950.9754047393799
2023-05-07 00:03:07,38647000.0,-950.9754047393799
2023-05-07 00:03:08,38647000.0,-920.8142869472504
2023-05-07 00:03:10,38647000.0,-920.8142869472504
2023-05-07 00:03:11,38647000.0,2006.8850999623537
2023-05-07 00:03:12,38647000.0,2006.8850999623537
2023-05-07 00:03:13,38647000.0,2006.8850999623537
2023-05-07 00:03:14,38647000.0,2006.8850999623537
2023-05-07 00:03:15,38647000.0,2006.8850999623537
2023-05-07 00:03:16,38651000.0,-23441.990110725164
2023-05-07 00:03:17,38653000.0,-23153.806740939617
2023-05-07 00:03:18,38653000.0,-22487.075040072203
2023-05-07 00:03:20,38655000.0,-22394.113421157002
2023-05-07 00:03:21,38653500.0,-25598.887556165457
2023-05-07 00:03:22,38653500.0,-25532.12672315538
2023-05-07 00:03:23,38653500.0,-25521.542267993093
2023-05-07 00:03:24,38653500.0,-25495.477867901325
2023-05-07 00:03:25,38653500.0,-25490.709496304393
2023-05-07 00:03:26,38653500.0,-25257.214167803526
2023-05-07 00:03:27,38653500.0,-25251.11083729565
2023-05-07 00:03:28,38653500.0,-25257.214167803526
2023-05-07 00:03:29,38653500.0,-25209.32213243842
2023-05-07 00:03:31,38653500.0,-25209.32213243842
2023-05-07 00:03:32,38653500.0,-25149.25181762874
2023-05-07 00:03:33,38653500.0,-25149.25181762874
2023-05-07 00:03:34,38653500.0,-25135.16355650127
2023-05-07 00:03:35,38663000.0,-153.06744341552258
2023-05-07 00:03:36,38664000.0,-2129.8401586711407
2023-05-07 00:03:37,38664000.0,-2129.8401586711407
2023-05-07 00:03:38,38664000.0,-18317.193779841065
2023-05-07 00:03:39,38665000.0,-20332.327692478895
2023-05-07 00:03:41,38666000.0,-21694.795029893517
2023-05-07 00:03:42,38666000.0,-21693.458419650793
2023-05-07 00:03:43,38666000.0,-21643.97781381011
2023-05-07 00:03:44,38666000.0,-21643.97781381011
2023-05-07 00:03:45,38666000.0,-21669.6696279943
2023-05-07 00:03:46,38666000.0,-21676.684909000993
2023-05-07 00:03:47,38666000.0,-21676.684909000993
2023-05-07 00:03:48,38667000.0,-21029.316480487585
2023-05-07 00:03:49,38667000.0,-20998.06798130274
2023-05-07 00:03:50,38667000.0,-20998.06798130274
2023-05-07 00:03:51,38667000.0,-20995.274422600865
2023-05-07 00:03:53,38667000.0,-20995.274422600865
2023-05-07 00:03:54,38667000.0,-20989.66652227938
2023-05-07 00:03:55,38667000.0,-20986.44950798154
2023-05-07 00:03:56,38665500.0,-22023.198500052094
2023-05-07 00:03:57,38665500.0,-22031.218312591314
2023-05-07 00:03:58,38665500.0,-22031.218312591314
2023-05-07 00:03:59,38665000.0,-21184.303217202425
2023-05-07 00:04:00,38665000.0,-21184.303217202425
2023-05-07 00:04:01,38664500.0,-12578.587655588984
2023-05-07 00:04:02,38669000.0,-17444.699661910534
2023-05-07 00:04:03,38669000.0,-17439.900542661548
2023-05-07 00:04:05,38669000.0,-17439.900542661548
2023-05-07 00:04:06,38668000.0,3086.503512054682
2023-05-07 00:04:07,38666000.0,-542.2005411237478
2023-05-07 00:04:08,38666500.0,-16722.65709786117
2023-05-07 00:04:09,38666500.0,-16722.65709786117
2023-05-07 00:04:10,38666500.0,-17467.16246177256
2023-05-07 00:04:11,38666500.0,-17467.16246177256
2023-05-07 00:04:12,38666500.0,-17765.85974675417
2023-05-07 00:04:13,38666500.0,-17765.85974675417
2023-05-07 00:04:14,38666500.0,-17765.85974675417
2023-05-07 00:04:16,38666500.0,-17765.85974675417
2023-05-07 00:04:17,38666500.0,-17774.186015754938
2023-05-07 00:04:18,38666500.0,-17774.186015754938
2023-05-07 00:04:19,38666500.0,-17774.186015754938
2023-05-07 00:04:20,38667000.0,-19140.615815252066
2023-05-07 00:04:21,38667000.0,-19607.55545271933
2023-05-07 00:04:22,38667000.0,-19607.55545271933
2023-05-07 00:04:23,38667000.0,-19607.55545271933
2023-05-07 00:04:24,38667000.0,-19589.30254764855
2023-05-07 00:04:25,38667000.0,-19589.30254764855
2023-05-07 00:04:26,38667000.0,-19589.30254764855
2023-05-07 00:04:27,38667000.0,-19589.30254764855
2023-05-07 00:04:29,38667000.0,-19589.30254764855
2023-05-07 00:04:30,38667500.0,-17041.5101403445
2023-05-07 00:04:31,38667500.0,-16940.48477847874
2023-05-07 00:04:32,38667500.0,-16940.48477847874
2023-05-07 00:04:33,38667500.0,-16940.48477847874
2023-05-07 00:04:34,38667500.0,-16940.48477847874
2023-05-07 00:04:35,38667500.0,-16940.48477847874
2023-05-07 00:04:36,38667500.0,-16940.48477847874
2023-05-07 00:04:38,38667500.0,-16940.48477847874
2023-05-07 00:04:39,38667000.0,-18111.35531939566
2023-05-07 00:04:40,38667000.0,-18111.35531939566
2023-05-07 00:04:41,38667000.0,-17814.28533962369
2023-05-07 00:04:42,38667000.0,-17814.28533962369
2023-05-07 00:04:43,38667000.0,-17814.28533962369
2023-05-07 00:04:45,38667000.0,-17814.28533962369
2023-05-07 00:04:46,38667500.0,-18401.121357917786
2023-05-07 00:04:47,38667500.0,-18401.121357917786
2023-05-07 00:04:48,38667500.0,-18401.121357917786
2023-05-07 00:04:49,38667500.0,-18401.121357917786
2023-05-07 00:04:50,38667000.0,-17955.788243368268
2023-05-07 00:04:51,38667000.0,-18727.35623024404
2023-05-07 00:04:52,38667000.0,-18727.35623024404
2023-05-07 00:04:54,38667000.0,-18727.35623024404
2023-05-07 00:04:55,38667000.0,-18727.35623024404
2023-05-07 00:04:56,38667500.0,-18772.668442472816
2023-05-07 00:04:57,38667500.0,-18772.668442472816
2023-05-07 00:04:58,38667000.0,-18727.35623024404
2023-05-07 00:04:59,38667000.0,-18727.35623024404
2023-05-07 00:05:00,38667000.0,-18734.671109199524
2023-05-07 00:05:01,38667000.0,-17792.691523358226
2023-05-07 00:05:02,38667000.0,-17792.691523358226
2023-05-07 00:05:04,38667000.0,-17792.691523358226
2023-05-07 00:05:05,38667000.0,-17792.691523358226
2023-05-07 00:05:06,38667000.0,-17792.691523358226
2023-05-07 00:05:07,38667000.0,-17792.691523358226
2023-05-07 00:05:08,38667000.0,-17792.691523358226
2023-05-07 00:05:09,38667000.0,-17792.691523358226
2023-05-07 00:05:10,38666500.0,-16789.367381587625
2023-05-07 00:05:11,38668000.0,-19775.317993342876
2023-05-07 00:05:12,38668000.0,-19775.317993342876
2023-05-07 00:05:13,38668000.0,-19775.317993342876
2023-05-07 00:05:15,38668000.0,-19775.317993342876
2023-05-07 00:05:16,38668000.0,-19775.317993342876
2023-05-07 00:05:17,38668000.0,-19775.317993342876
2023-05-07 00:05:18,38668500.0,-20378.567953944206
2023-05-07 00:05:19,38668500.0,-20378.567953944206
2023-05-07 00:05:20,38668500.0,-20378.567953944206
2023-05-07 00:05:21,38668500.0,-20378.567953944206
2023-05-07 00:05:22,38668500.0,-20378.567953944206
2023-05-07 00:05:23,38668500.0,-20378.567953944206
2023-05-07 00:05:24,38668500.0,-20378.567953944206
2023-05-07 00:05:26,38668500.0,-19352.436151519418
2023-05-07 00:05:27,38668500.0,-19352.436151519418
2023-05-07 00:05:28,38668500.0,-19352.436151519418
2023-05-07 00:05:29,38668500.0,-19352.436151519418
2023-05-07 00:05:30,38668500.0,-19352.436151519418
2023-05-07 00:05:31,38668500.0,-19352.436151519418
2023-05-07 00:05:32,38668500.0,-19352.436151519418
2023-05-07 00:05:33,38668500.0,-19352.436151519418
2023-05-07 00:05:34,38668500.0,-19352.436151519418
2023-05-07 00:05:35,38668500.0,-19352.436151519418
2023-05-07 00:05:36,38668500.0,-19352.436151519418
2023-05-07 00:05:38,38668500.0,-19352.436151519418
2023-05-07 00:05:39,38668500.0,-19352.436151519418
2023-05-07 00:05:40,38668500.0,-19352.436151519418
2023-05-07 00:05:41,38668500.0,-18914.97407978773
2023-05-07 00:05:42,38668500.0,-18928.46026802063
2023-05-07 00:05:43,38668500.0,-18928.46026802063
2023-05-07 00:05:44,38668500.0,-18928.46026802063
2023-05-07 00:05:45,38668500.0,-18928.46026802063
2023-05-07 00:05:46,38668500.0,-18928.46026802063
2023-05-07 00:05:47,38668500.0,-18928.46026802063
2023-05-07 00:05:48,38668500.0,-18928.46026802063
2023-05-07 00:05:50,38668500.0,-18928.46026802063
2023-05-07 00:05:51,38668500.0,-18928.46026802063
2023-05-07 00:05:52,38668500.0,-18824.553905785084
2023-05-07 00:05:53,38668500.0,-18824.553905785084
2023-05-07 00:05:54,38668500.0,-18824.553905785084
2023-05-07 00:05:55,38668500.0,-18824.553905785084
2023-05-07 00:05:56,38668500.0,-18824.553905785084
2023-05-07 00:05:57,38668500.0,-18824.553905785084
2023-05-07 00:05:58,38668500.0,-18824.553905785084
2023-05-07 00:05:59,38668500.0,-18824.553905785084
2023-05-07 00:06:01,38668500.0,-18824.553905785084
2023-05-07 00:06:02,38668500.0,-18824.553905785084
2023-05-07 00:06:03,38668500.0,-18824.553905785084
2023-05-07 00:06:04,38668500.0,-18824.553905785084
2023-05-07 00:06:05,38668500.0,-18824.553905785084
2023-05-07 00:06:06,38668500.0,-18824.553905785084
2023-05-07 00:06:07,38668500.0,-18909.138360887766
2023-05-07 00:06:08,38668500.0,-18909.138360887766
2023-05-07 00:06:09,38668500.0,-18909.138360887766
2023-05-07 00:06:10,38668500.0,-18909.138360887766
2023-05-07 00:06:11,38661500.0,-21594.919905751944
2023-05-07 00:06:12,38661500.0,-17141.17167252302
2023-05-07 00:06:14,38662000.0,-22293.249466776848
2023-05-07 00:06:15,38657500.0,-28861.97541859746
2023-05-07 00:06:16,38659000.0,-21783.859805509448
2023-05-07 00:06:17,38658500.0,-20812.91475851834
2023-05-07 00:06:18,38658500.0,-20812.91475851834
2023-05-07 00:06:19,38658500.0,-20812.91475851834
2023-05-07 00:06:20,38658500.0,-20812.91475851834
2023-05-07 00:06:21,38658500.0,-16554.260599821806
2023-05-07 00:06:22,38658500.0,-16554.260599821806
2023-05-07 00:06:23,38658500.0,-19094.24709688127
2023-05-07 00:06:24,38659000.0,-12049.924083426595
2023-05-07 00:06:26,38659500.0,-23506.426450446248
2023-05-07 00:06:27,38659500.0,-23645.821760043502
2023-05-07 00:06:28,38659500.0,-23645.821760043502
2023-05-07 00:06:29,38659000.0,-1427.799074679613
2023-05-07 00:06:30,38663000.0,-22967.85754880309
2023-05-07 00:06:31,38663000.0,-22967.85754880309
2023-05-07 00:06:32,38663000.0,-18668.007448241115
2023-05-07 00:06:33,38663000.0,-21378.96492534876
2023-05-07 00:06:34,38663000.0,-18681.850085496902
2023-05-07 00:06:35,38660500.0,-27590.88578426838
2023-05-07 00:06:36,38660500.0,-28913.57898966968
2023-05-07 00:06:38,38656500.0,-22230.921551436186
2023-05-07 00:06:39,38656500.0,-23151.879866674542
2023-05-07 00:06:40,38655000.0,-11038.097926422954
2023-05-07 00:06:41,38655000.0,-21373.02867498994
2023-05-07 00:06:42,38655000.0,-21373.02867498994
2023-05-07 00:06:43,38655000.0,-21373.02867498994
2023-05-07 00:06:44,38655000.0,-21373.02867498994
2023-05-07 00:06:45,38655000.0,-21373.02867498994
2023-05-07 00:06:46,38655000.0,-21373.02867498994
2023-05-07 00:06:47,38655000.0,-21373.02867498994
2023-05-07 00:06:48,38655000.0,-21373.02867498994
2023-05-07 00:06:49,38655000.0,-21373.02867498994
2023-05-07 00:06:51,38655000.0,-21373.02867498994
2023-05-07 00:06:52,38655000.0,-21373.02867498994
2023-05-07 00:06:53,38654500.0,-26143.110708147287
2023-05-07 00:06:54,38654500.0,-25256.891180723906
2023-05-07 00:06:55,38656000.0,-25008.045061051846
2023-05-07 00:06:56,38654000.0,-20069.148029208183
2023-05-07 00:06:57,38654000.0,-19995.808734610677
2023-05-07 00:06:58,38654000.0,-19995.808734610677
2023-05-07 00:06:59,38654000.0,-19895.21121621132
2023-05-07 00:07:01,38654000.0,-19895.21121621132
2023-05-07 00:07:02,38654000.0,-19895.21121621132
2023-05-07 00:07:03,38654000.0,-18090.00523200631
2023-05-07 00:07:04,38654000.0,-18090.00523200631
2023-05-07 00:07:05,38654000.0,-18090.00523200631
2023-05-07 00:07:06,38656000.0,-23139.902199596167
2023-05-07 00:07:07,38656500.0,-23988.33130030334
2023-05-07 00:07:08,38656500.0,-23988.33130030334
2023-05-07 00:07:09,38656500.0,-23988.33130030334
2023-05-07 00:07:10,38656500.0,-23988.33130030334
2023-05-07 00:07:12,38656500.0,-23988.33130030334
2023-05-07 00:07:13,38656500.0,-23988.33130030334
2023-05-07 00:07:14,38656500.0,-23988.33130030334
2023-05-07 00:07:15,38656500.0,-23988.33130030334
2023-05-07 00:07:16,38656500.0,-23988.33130030334
2023-05-07 00:07:17,38656500.0,-23988.33130030334
2023-05-07 00:07:18,38656500.0,-23988.33130030334
2023-05-07 00:07:19,38656500.0,-24044.53750434518
2023-05-07 00:07:20,38656500.0,-23981.420709103346
2023-05-07 00:07:21,38656500.0,-23981.420709103346
2023-05-07 00:07:23,38657000.0,-23183.743432462215
2023-05-07 00:07:24,38657000.0,-23183.743432462215
2023-05-07 00:07:25,38657000.0,-23183.743432462215
2023-05-07 00:07:26,38657000.0,-23183.743432462215
2023-05-07 00:07:27,38657000.0,-23285.58271571994
2023-05-07 00:07:28,38657000.0,-23285.58271571994
2023-05-07 00:07:29,38657000.0,-23238.490907087922
2023-05-07 00:07:30,38657000.0,-23238.490907087922
2023-05-07 00:07:31,38657000.0,-23238.490907087922
2023-05-07 00:07:32,38657000.0,-23238.490907087922
2023-05-07 00:07:34,38657000.0,-23238.490907087922
2023-05-07 00:07:35,38657000.0,-23237.85040536523
2023-05-07 00:07:36,38657000.0,-23237.85040536523
2023-05-07 00:07:37,38657000.0,-23237.85040536523
2023-05-07 00:07:38,38657000.0,-23237.85040536523
2023-05-07 00:07:39,38657000.0,-22840.429331853986
2023-05-07 00:07:40,38657000.0,-23388.513218939304
2023-05-07 00:07:41,38657000.0,-23476.945230200887
2023-05-07 00:07:42,38655500.0,-24545.135648548603
2023-05-07 00:07:43,38654500.0,-24799.481056302786
2023-05-07 00:07:44,38653500.0,-21424.469845443964
2023-05-07 00:07:46,38653500.0,-21424.469845443964
2023-05-07 00:07:47,38653500.0,-21424.469845443964
2023-05-07 00:07:48,38653000.0,-19539.894831866026
2023-05-07 00:07:49,38653000.0,-19539.894831866026
2023-05-07 00:07:50,38653000.0,-19896.958065643907
2023-05-07 00:07:51,38653000.0,-19896.958065643907
2023-05-07 00:07:52,38653000.0,-19896.958065643907
2023-05-07 00:07:54,38653000.0,-19896.958065643907
2023-05-07 00:07:55,38653000.0,-19873.12573724985
2023-05-07 00:07:56,38649500.0,-16515.33097526431
2023-05-07 00:07:57,38649500.0,-16473.353222295642
2023-05-07 00:07:58,38648000.0,-23155.651088148355
2023-05-07 00:07:59,38648000.0,-23155.54140804708
2023-05-07 00:08:00,38648000.0,-23155.54140804708
2023-05-07 00:08:01,38648000.0,-21391.326558709145
2023-05-07 00:08:02,38648000.0,-23155.54140804708
2023-05-07 00:08:03,38649000.0,-20662.30560283363
2023-05-07 00:08:04,38649000.0,-20662.30560283363
2023-05-07 00:08:06,38649000.0,-20662.30560283363
2023-05-07 00:08:07,38649000.0,-20662.539154022932
2023-05-07 00:08:08,38649000.0,-20662.539154022932
2023-05-07 00:08:09,38649000.0,-20662.539154022932
2023-05-07 00:08:10,38649000.0,-20662.539154022932
2023-05-07 00:08:11,38649000.0,-20662.539154022932
2023-05-07 00:08:12,38649000.0,-20662.539154022932
2023-05-07 00:08:13,38649000.0,-20662.539154022932
2023-05-07 00:08:14,38649000.0,-20662.539154022932
2023-05-07 00:08:15,38649000.0,-20662.539154022932
2023-05-07 00:08:17,38649000.0,-20662.539154022932
2023-05-07 00:08:18,38649000.0,-20662.539154022932
2023-05-07 00:08:19,38649000.0,-21005.065687566996
2023-05-07 00:08:20,38649000.0,-21011.271995916963
2023-05-07 00:08:21,38649000.0,-21011.271995916963
2023-05-07 00:08:22,38649000.0,-19351.39847254753
2023-05-07 00:08:23,38648000.0,-17335.66435690224
2023-05-07 00:08:24,38648000.0,-13859.44505649805
2023-05-07 00:08:25,38648000.0,-13859.44505649805
2023-05-07 00:08:26,38647500.0,-13637.43048389256
2023-05-07 00:08:27,38647500.0,-13400.768943026662
2023-05-07 00:08:29,38647500.0,-12627.92756383121
2023-05-07 00:08:30,38647500.0,-12627.92756383121
2023-05-07 00:08:31,38646000.0,-19996.378604739904
2023-05-07 00:08:32,38646000.0,-19996.378604739904
2023-05-07 00:08:33,38646500.0,-17393.514935180545
2023-05-07 00:08:34,38646500.0,-17393.514935180545
2023-05-07 00:08:35,38646500.0,-21425.55315977335
2023-05-07 00:08:36,38646500.0,-21425.55315977335
2023-05-07 00:08:37,38646500.0,-21425.55315977335
2023-05-07 00:08:39,38646500.0,-21425.55315977335
2023-05-07 00:08:40,38646500.0,-21425.55315977335
2023-05-07 00:08:41,38645000.0,-19648.655197635293
2023-05-07 00:08:42,38644000.0,-17850.65170171857
2023-05-07 00:08:43,38644000.0,-20586.095896720886
2023-05-07 00:08:44,38644000.0,-20586.095896720886
2023-05-07 00:08:45,38644000.0,-20586.095896720886
2023-05-07 00:08:46,38642500.0,-19681.842455133796
2023-05-07 00:08:48,38643500.0,-21718.818874120712
2023-05-07 00:08:49,38643500.0,-21718.818874120712
2023-05-07 00:08:50,38643500.0,-21718.818874120712
2023-05-07 00:08:51,38643500.0,-21718.818874120712
2023-05-07 00:08:52,38643500.0,-21718.818874120712
2023-05-07 00:08:53,38643500.0,-21718.818874120712
2023-05-07 00:08:54,38643500.0,-22167.3268725574
2023-05-07 00:08:55,38643500.0,-22167.3268725574
2023-05-07 00:08:56,38643500.0,-22167.3268725574
2023-05-07 00:08:57,38643500.0,-22167.3268725574
2023-05-07 00:08:59,38643500.0,-22167.3268725574
2023-05-07 00:09:00,38643500.0,-22167.3268725574
2023-05-07 00:09:01,38643500.0,-22169.449350699782
2023-05-07 00:09:02,38643500.0,-22169.449350699782
2023-05-07 00:09:03,38643500.0,-22169.449350699782
2023-05-07 00:09:04,38643500.0,-22169.449350699782
2023-05-07 00:09:05,38643500.0,-22169.449350699782
2023-05-07 00:09:06,38643500.0,-22169.449350699782
2023-05-07 00:09:07,38643500.0,-22169.449350699782
2023-05-07 00:09:08,38643500.0,-22169.449350699782
